userId,recommendedItems
kakao1280394054,"['radg3l9uXDlqiFqsJhs8', 'sfCxoddIvlEWDmBXckPt', 'EMOZiiQ5mVoydKXdQZYr', 'wXoaQ3oA3NkDse46vhZI', 'sd7TSkEqI7V6884MtjWX', '315Q19v2UzhkELv2X4Xa', 'Xl6yK2a732vqL9P09cLq', 'K6mWt3njuSQ87iMVPyoD', 'qeQec1tRuqiM59Th2Ilv', 'mhtPgo3SdYBit0mNCIdg']"
kakao1645441719,"['t4Hd40M9hjRMGLsBFL4H', 'kl0DdlkkXGyssJdqUHeK', '9qhpATqcUDcaOHrep6AY', 'Xl3FzgGJCzgid7nsKIjE', 'YxoLEEDOqDUH3NZ1PBJ0', 'sfCxoddIvlEWDmBXckPt', 'ahZk6lmlzJqhUhdPzjxm', 'j2cqasKulOEI8EtcgWmd', 'eVf4jIVS1t5rreErJKKf', 'Qh7sxfNGTISLviHlBxJs']"
kakao1823377814,"['uQXWTwCikFMkBwkcK4Nv', 'XNts9YT4Vcy6HWyvXpZ4', 'pSUMF0cjZoogJ9PBskKi', 'Z6CYzNehCx11Ki5rF1bI', 'euWprzr7oOp0CpidXfEF', 'GknZovLMgdn2kaQfhHDW', 'YcgoFheV411Sbbw1YRWP', 'd8MCWOUwOtobNXRXHFvM', 'EMOZiiQ5mVoydKXdQZYr', 'Vj89VqIOTf9beYi1QmKi']"
naver10976499,"['DnBwkpXT4J3iLHOiTcV8', '869pu0yIfIU2cP9up69C', 'CEiXCoBHGHPW0LBLlzrd', 'yDF06KBZ1b3uHbXwHOD2', 'Nl3FICmR5yj9gDBY3JHt', 'sfCxoddIvlEWDmBXckPt', 'Lu3F6ODgZ62ePTxk08Ig', 'eoRWV33KBKEx8hJwX0mI', '0bTKRwIRLn6b1xp47FB0', 'vTjLq98ER90iEgEn5XXf']"
u7EOyndlLnVmD7c5YQ8wcidKnGn1,"['hGZyIrHJRkgUYZEt75ia', 'yvDjDtP359DdbfPleIUf', 'rmnOGYTnVwFJQqStdAig', 'gZVutSuDwx4WnbWQs6Ns', 'XBsb96PE7i3nuEdnfXei', 'Lg4YNrdP7DJetx6ICOGo', '4IRFvYQUJIJ3f2ePxUkh', 'JDTgsSBZsfly7OtyZDbx', 'wwBkBmvcmbgKMHQIe5Er', 'pYQwXpkqlaT6XWKxKWaj']"
kakao1319437993,"['sfCxoddIvlEWDmBXckPt', 'QfrBFQE2PNC16wRkp2TH', 'Xl6yK2a732vqL9P09cLq', 'K6mWt3njuSQ87iMVPyoD', 'wXoaQ3oA3NkDse46vhZI', '315Q19v2UzhkELv2X4Xa', 'yf7AViWPGEf2FkCfpZ7o', 'kgsiyt8lljNXVAapTgX2', 'QlYEuYEpdk6OnVxyUV60', '82nk37mEjmtv89bMHzQf']"
kakao1600800667,"['r4Qwy2ro3YXFDPhHnMbF', '8g4FzCqJG7m6dAeXDJAI', 'EMOZiiQ5mVoydKXdQZYr', '468SsYDBjR62QXNMrEZy', 'ruFbWIcBcsFA9aCrT1dI', '7unDdqNcp8DdcUnDAQHz', 'E1SYaCdrRaXaSPU8C7T5', 'umJyvbIZXppFAjWkkB0a', 'sd7TSkEqI7V6884MtjWX', 'SKdjJoL9NxTqBNYRDV2L']"
kakao1746289383,"['Wf2VK1aTX4PNp0Wdnkw9', 'sSzCszj1znoZXtkowFFh', 'TIhjB38dAytw0IFZZE9r', 'LxEDNv0rPq7xsFHuPXqr', 'Hc3WsCqp7VRGlr5y7ssl', 'l2pl52tb0i4dd3TpAkMy', '90XWGos7ipWepjKKxCZt', 'mP5qUDIlEiAKTsbZZpps', 'i7T1l6F0dRlm7toaG2a8', 'xFaS8HqLRpurrGMVVS9i']"
kakao1300823876,"['9IdmiikngW1vkFsGvsr6', 'V9CqgOumPAgZ32Eu87JT', 'LejltSiHxXUJ0BUGlbVj', 'WDpY2sHSyfXhIyQAJSz6', 'Bw0eberMnvNblMctYk6n', 'fcwAZ12KWWYlaiGPVC6K', 'Fqm9s07w2SClo3Uya3Hu', 'CKnISetefZjrAu0pZfO3', '4o98pqPaUgH6h82ghlFI', 'wJvihNegttIkWZt8S2ep']"
kakao1391893841,"['euWprzr7oOp0CpidXfEF', '0L13XgmMMX4GWhn5DDd7', 'tc4HO2QBtuOlHPYWUILG', 'tk9ZcndBfpAWMkcSuln9', 'eV1cXGkcxuZxaEPoihfp', 'm3ig53oKWBbIFhwmAZPj', 'GknZovLMgdn2kaQfhHDW', 'Jc2kteYpGUvjZR5QT3GS', 'kyUf5Ly1YgfPp5KFcH8k', 'QAm5bifGxXMD1jKU6DLv']"
kakao1511368423,"['Q21xnlPbaRtvgAhyFmU6', 'yJrAoDwpt1TMixYic569', '7ESrbL7NFtdxN55zJChB', 'xFBhyGXTOwvtESz4Hvlu', 'xHCMJ2ThzzW09vhdHZzF', 'tq0f5N51oXsFgwVU43Ar', '1YrBM1Z1Uq5KSucxYBnA', 'mfwAozYuRSRgmcRezhlr', '0RaIaMhZOIo5qxcKo2CO', 'dKZsSnqgCMyMnW6Ua9dO']"
kakao1510721287,"['nE3Rka3C8quVUg6sJTXu', 'AKwX4czUR18hIyk1A8gk', 'HBgSWrq8SbdprrU7GsIq', 'oqiE1D0QeNbwlZcsUIWx', 'd8cJq1o7OaJm9A2gP7Tk', 'PTU4SzPDr4zWvazzPYc9', 'HW8Kl1NhkKKiuIJNBfFU', 'Ue4bMb78gYrovFuHcv9K', 'pEJqoPNMRixO2XrvF5rN', 'ssvJ8xm8Hu9DNE80x37x']"
kakao1861562601,"['dJsaQqa1EjKLDoWEDqsz', 'DF0TjwMIB6h9ETJPuuiw', 'dGZZYjDvTZrWM5CvylYz', 'QAm5bifGxXMD1jKU6DLv', 'UvOvxfTqwBJ2Tcagydms', '0qfjBwNLop9bhoAQqfkg', 'xfU3oNHopkT8lRpuJ3rP', 'MDmXm0jmYKISHooVeZpr', 'Idked3GspVvyysnTTtKw', 'SYPDsePsHeum6cr0ded4']"
kakao1930363173,"['hfidRC6gwOHySj1pzMTP', 'MNvjdXf1CrqEKBiYfOSu', '27XjxD8ButCvfZ1YuV1k', 'NEn5qd66nEHaVpqznY3J', 'ycTlAkNpT4yijPQEARNQ', 'KKw3Xx0eDyDEVEBxklfP', 'RO7THQA5Y4eF4iHmdvPd', '7XncDv7xoq2ghHIODAkq', '2lBCODLFYI7gJkyAKNEN', 'ga97C7ufv4RdSiAQeS5j']"
12XNwHM6QBTr43MyDxV4WZBShhb2,"['BukH_s-YM', 'pD3aQyskrUATOdDmpUxf', 'q16ODrx-U', 'jOsGOSAGK', 'AONIEwDUX', 'v4biBdYz5wIqcIikubdL', 'PTPb2SVzX', 'MPWA7mK3vsKBnfgDY7Ld', '3Q2TTXrBD', 'jwFoQxWwPhwVjHo7kPnQ']"
G0ccaxOB9ARyAcSvM69j7ujXAqG2,"['sfCxoddIvlEWDmBXckPt', 'byGkrC9S6AeIcJoYhQ72', 'msI1DpEZI98ooqj85Iqr', 'ayfom9FwzEJcGjBP05i9', 'gwr4meOyjIpNC4EAlTli', 'hlOAAPzz7uLdXzp0vQFr', 'JLhCu8FJvHFjK1H3rbUm', 'glBc7KXXi1DmpZxkH7ht', '0x14LomWjxy4ItECy9TN', 'iwzmnOogdp5kIhGqrNHD']"
kakao1590937318,"['DtxzbUtxBNp3GDm1tAhj', 'QAm5bifGxXMD1jKU6DLv', 'wcuNPintI1G2HA9z2uI9', 'zRhHZc5JwFkJgcafCJiY', 'dJsaQqa1EjKLDoWEDqsz', 'KSsPGW9m9IxJ0kk231zp', 'VCgFENneJ7RgkELnBnlv', 'UvOvxfTqwBJ2Tcagydms', 'w49Vcr0LLiqtOgrdSWRy', '9IzYm5VTMrBfctjYWXU8']"
kvANc6xB91MISYv1HrgWDucbaWc2,"['nOduSl6kzADeFpgbh9jr', '5NI9ErVzezsORFbx6YDk', 'm1ziuFuqLdX3mj8qDw5k', 'NXpRhb2pPrDl57JqL134', 'jGy8HpxWjqCLDxBiUY7i', 'spNsUieEOaMiHzjsMKPf', '90XWGos7ipWepjKKxCZt', '7eJx6H30apkcZwmXrs6s', '0Gld6iw3oOqLsKYr60f3', '5j7zbgCZFsfESym3WQ6H']"
Ty1vv47poVOdNY4Waxz2cPeKMVJ3,"['TRpfAG4dMfI4hXPyOzhV', 'iE1dNfJsdt0q8AFJ1XpH', 'oqVYS0Ce6J6cQZHNZKEC', 'pSUMF0cjZoogJ9PBskKi', '67eVVPmUAmAvg9k13tOz', 'zZTpdmlKcXJI6jZYq5GC', 'G5d5eWqidj6YeThpjftd', '9FfqSpHP1ZC7NDZm1Bzm', 'e9DAjN5wMk24UmtPMYp6', 'GJnXbQBXttPqryP897GF']"
o3cs2u75WPWWPWYPUHEcIxYff0L2,"['xfBqQR5ZNzJubejxcP3d', 'spNsUieEOaMiHzjsMKPf', 'OMYZ474Ry7lvyhqp4WFV', 'WaX1WLZXTBs4Vkd9YC1s', 'Wzhzd2eWzGnwVXwFjmug', 'OL3OFMCAOWrXvrJ5Zyfq', 'sVojNzLEQ2hHM99g8Qun', 'UUPIDrt4wz6kWCrI0ZHx', 'w5a6NywZJvvhwZZ80YSh', '5mhik7VTbJPqEDS87eju']"
kakao1242576773,"['Ro3qPu47kN3bdPMGidGW', 'Zc5ibDdVf6l5JBIowpgY', 'tc4HO2QBtuOlHPYWUILG', 'XhF7HvzaUXOdxdQSV4Rr', '5RcUZlcjCDVulejewYvU', 'HqYy7CbUm1E7SdvvT1sh', 'T8VLb1Sk58bOd0N7DsZ9', 'byRtfggXtco39daV97UD', 'BjkCb7AJ62j1x7nZ0yaM', 'BEs4zGb3nC7GoNhvFlYd']"
1729TgzXEtTOJ9z9dowz19wAfVD3,"['OT76iweJHwLOOWH7utmP', '6HnLz4SswY33BPgk2GFL', 'FeTybJDfUM5kaN7I35iH', 'NjfUksz2XD0lJduaMeya', '4tZZqU2k0X4B0WZsYisS', '83WbC9gzBTVF3HOMyvQa', '6CCgBXVpDIIIjpqPzILj', 'FEUCstohm9ufyz1ACrnb', '9dvE90RSyIZERMwl7L57', 'fhCKanVhXBHI5ASyeP1v']"
kakao1755057592,"['7Ux0704cbdXy8gWHnjuo', 'hyDKwZx4tJ9al5SirGHt', 'LlCPz6f9sX7ZqNFJUkXx', 'vBDfsLBmgAgOOCVGQ04p', 'PIhKMEDngUpcXi81VkQN', 'oiZo2jNZtgXKVqLLeTz4', 'IO5sOxWMnnvHh4Yxq4fD', 'ds6GBx1bqD6QUOxA8MYE', '3VdQvx7f7YnskClddBMK', 'evVTGIYdRyUZfd1ftxPz']"
z5IEisFnvbcaduNbpo4PhYBNLBf1,"['GYrohseQjE6Ce8baUXhk', 'pSUMF0cjZoogJ9PBskKi', 'edJdWVU4yJ51GzEOnrmb', 'P28SXA5gyuCf61qMTlXn', '5b9UV8LcQnnhkmZwXf6L', '5gCfsdviB0PBYA7t0zre', 'QAm5bifGxXMD1jKU6DLv', '053Q5yWw2PebrUgPhggF', 'DF0TjwMIB6h9ETJPuuiw', 'hroMdqlhcd5Y359OdRVe']"
kakao1389909078,"['BNaTJDX8qFOQRtl774zP', 'LejltSiHxXUJ0BUGlbVj', 'XSR7FmOD1IKUDxz5dgM3', 'fdbQ5RHIhgqiPXmvnAch', '2ZUdirMeV75CjpYU5bGU', 'fcwAZ12KWWYlaiGPVC6K', 'nJjGV6QJfO6hKFCqsSt9', 'tla4rNYmP8D90IINN9gy', 'VLSPctu1RkUQ8qacbqVC', 've2kssMD9y3mSO3CKNkD']"
kakao1649597698,"['GRFtLLrEt01HdCovvnfs', 'PE9h8IRVjxJiGZ8WGTqb', '5NI9ErVzezsORFbx6YDk', '8oOYfWUTeZ30S37FjLHX', 'pSUMF0cjZoogJ9PBskKi', 'ydfUVfkzx7lChv3ylmlF', 'VGY5NiA3jGsIKfZIMspH', 'MPWA7mK3vsKBnfgDY7Ld', 'HhxvlntKV4AgzvPjfk5W', 'ukts7At0jY1UwxzHabT2']"
TE156zd6p9dWHHPviAZjyy3K5jP2,"['BjkCb7AJ62j1x7nZ0yaM', 'QAm5bifGxXMD1jKU6DLv', 'FrtIeehIYa1p7PIeNOsf', 'pSUMF0cjZoogJ9PBskKi', 'moYKLXDrO2k0QXOK4dip', 'QmOX26yYRlL6GTmH4UOA', 'v4biBdYz5wIqcIikubdL', 'nE3Rka3C8quVUg6sJTXu', 'dGZZYjDvTZrWM5CvylYz', 'tc4HO2QBtuOlHPYWUILG']"
VBCq9OFYbAP0bimkMOwETe4xE9F3,"['v4biBdYz5wIqcIikubdL', 'moYKLXDrO2k0QXOK4dip', 'ydfUVfkzx7lChv3ylmlF', 'tc4HO2QBtuOlHPYWUILG', 'MoyKRu6wlv9vu4yZH7Xc', 'pSUMF0cjZoogJ9PBskKi', 'PE9h8IRVjxJiGZ8WGTqb', 'Bn4I3Fde8pqZB16E4ZI0', 'dGZZYjDvTZrWM5CvylYz', 'iE1dNfJsdt0q8AFJ1XpH']"
naver9480380,"['zyzx4oWNJw7KtzrI1QuA', '5ZM6PJSd31Wkbpg2G6W7', 'moYKLXDrO2k0QXOK4dip', 'EiUM36jzPSmz8nJPdX6m', 'vXcO1iZbdpyZoLH2Aq4S', 'C5igug0KGzSqRLqmaszh', 'v4biBdYz5wIqcIikubdL', 'nE3Rka3C8quVUg6sJTXu', 'kWKBhH3f9WiEJpObyFKb', 'tc4HO2QBtuOlHPYWUILG']"
6zalaXuXlXVvxpynsFeLcEQFuvx1,"['iE1dNfJsdt0q8AFJ1XpH', 'EMOZiiQ5mVoydKXdQZYr', 'sd7TSkEqI7V6884MtjWX', 'pQn6bzuH6tuGn2LSzMbv', 'pSUMF0cjZoogJ9PBskKi', 'QAm5bifGxXMD1jKU6DLv', 'v4biBdYz5wIqcIikubdL', 'sfCxoddIvlEWDmBXckPt', 'nE3Rka3C8quVUg6sJTXu', 'tc4HO2QBtuOlHPYWUILG']"
kakao1275712673,"['DnBwkpXT4J3iLHOiTcV8', 'cRAvQ0Jc126ZOKHYKLKt', 'QAm5bifGxXMD1jKU6DLv', 'EMOZiiQ5mVoydKXdQZYr', '869pu0yIfIU2cP9up69C', 'ngBNLJZUFcPrYywuq3tm', 'sfCxoddIvlEWDmBXckPt', 'Xl6yK2a732vqL9P09cLq', 'k0HphWKX8QdxbqDaRCye', 'ffIsCb2BMtm9dT3eIrrj']"
kakao1490161330,"['pBKPi79NrvxlEdy85pGG', 'oh5gWRd0tvp65OaQ9rpT', 'LZAZUXDzMoShLGBX6BAP', 'JyhcR2opa0d8kwH9B60E', 'wPihZnLR9QXWvlkqUdES', '6mto6yHb6ETzclP0NL5f', 'xVYqd2NYQ5KIfx3Hyh0y', 'vzITnUK9I5BC6J98OI06', 'zUDIUGPFpH0RBcH1oGA6', 'UbvsLuvJgE7bVokMmN8l']"
kakao1611482976,"['4SWvrLYozwbAyHBvjfhe', 'Iup4QwehHraoIlTQLay0', 'gnnXV9EqQ8DFD3k2xfdN', 'G6cVpi6ydB81rm1P412K', 'ffIsCb2BMtm9dT3eIrrj', 'iE1dNfJsdt0q8AFJ1XpH', '5NI9ErVzezsORFbx6YDk', 'pSUMF0cjZoogJ9PBskKi', 'zZTpdmlKcXJI6jZYq5GC', 'OIkZAV77BMXfhIgtJ6yX']"
7aaf7699-336c-457f-9272-06766332f78d,"['e9DAjN5wMk24UmtPMYp6', '5u79p5ORJjCcx4UdlID6', 'HhxvlntKV4AgzvPjfk5W', 'v4biBdYz5wIqcIikubdL', 'rlJaevNASCkEtuwhhy8n', 'MoyKRu6wlv9vu4yZH7Xc', 'oqVYS0Ce6J6cQZHNZKEC', 'iE1dNfJsdt0q8AFJ1XpH', 'cNKbyJ0576GAUSzUTItX', '5NI9ErVzezsORFbx6YDk']"
kakao1248043663,"['zw9XkRaNO2msHXnKZ5bb', 'w7K1fOdB6g4uCBkg8Jna', 'FQVGXPRT2ekSQBq0SbWK', 'FIADlUHksru2kOB4lvW7', '9rd85ZzWpgkK6WnELudF', 'pSUMF0cjZoogJ9PBskKi', 'leURiOamcXoUs730CpUM', 'dGZZYjDvTZrWM5CvylYz', 'hhhi7yAG9IqmXKnIa5A2', 'v4biBdYz5wIqcIikubdL']"
kakao1273334759,"['BJoCS08ndPZzWK1LIwoK', '4C2Etrd85VKcOaip67R6', '77UbxJQq8J2jL4BSp3Sx', '75kTMZV6WLSLSZ2xpVIa', 'iN8wliQ7Wf0CKEkryKgg', 'Rzt71jw0DibaYoIFKssl', 'd33Z1bQn1bxfQKhr0VKn', 'uyHlHKlQKDpahPyisoOw', 'PIhKMEDngUpcXi81VkQN', 'M53yw9hevfNYgxwpr0IJ']"
kakao1377349872,"['4f7x5BrM4d5LRLCTliO1', 'gMFZkdSdUWJdRkZSnKC5', 'GIve3dWMnrolTo7QYQNB', 'RUO08sqBEkoQRHEXVYq1', 'bzLQxWmgQwSyuLPVVSgT', '9mXllMSB5OiRgIhkt5YA', 'vTjLq98ER90iEgEn5XXf', 'ceUDQJlN1ffNwTCiurIW', 'cyBoPeO2r1vxjTB4jeKS', 'V4Vjr810vWPY4JrEiDxE']"
cc0f6cd7-a2bc-4448-9e7d-8db25c958a21,"['oyaoKYJOlT9n0cITG83F', 'ek7jl2pjpA9Dw0ZI7VBP', 'NZKkm7ncCxfHdf5CycOh', 'eVNYpBjpdWEmKLEKz8ZV', 'hMRf5VGQV5ldEqY4MAwb', 'VebRzsxt6Ng13Qq4kTCd', 'K4dxiIzLn8p5zvSPLao3', 'Iup4QwehHraoIlTQLay0', 'OIkZAV77BMXfhIgtJ6yX', 'moona']"
kakao1303642661,"['Y7x3Kza8WLNHrHpWjNTR', 'QmOX26yYRlL6GTmH4UOA', 'nE3Rka3C8quVUg6sJTXu', 'qnLvPlac6SDvq9dLEFwy', 'daxSCmVcskQEKjGoU1tm', 'ydfUVfkzx7lChv3ylmlF', 'cevTp1E0DTqW8gdDLp6E', 'iE1dNfJsdt0q8AFJ1XpH', 'moYKLXDrO2k0QXOK4dip', 'BjkCb7AJ62j1x7nZ0yaM']"
kakao1467268242,"['7G7DoY730RGV6hfVGaI1', 'tc4HO2QBtuOlHPYWUILG', 'hZG3Mclh6BamJIDoSU95', 'qvoZqAdEWWF5kzGDu5gV', 'swiCy104cJKb55nooZ27', 'k3KP0Kh69A8iWMTihVuZ', 'PYMT6APnZ0Tsbc4cMZly', 'nE3Rka3C8quVUg6sJTXu', 'jFDWbyXyao5W5iSsQz1X', 'LDsDoEsreKNcS6GUq3H1']"
kakao1356596028,"['GPoVghUf1Pvas4hUhjRJ', 'T0cspuSh9PYzV9yIQfa2', 'IP0XyMbqZxuLfooHYU1m', 'c1TnGjTWUY5n8xKHKFUn', 'JtXOiUnpyVRp3Qp1CFsk', 'FeTybJDfUM5kaN7I35iH', 'dIsKPrWUzNYtv5cZFEHF', 'Ac8QBivIU8bvruNElTba', 'TU3YxwFG6V9DEZqayjvP', 'OVpOB2NURrb6Emz2C83O']"
